Sun Oct 14 14:09:38 2018    profiling.txt

         11793505 function calls (11619950 primitive calls) in 79.280 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.135    0.135 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/cuda/cudadrv/devices.py:124(push_context)
        1    0.000    0.000    0.135    0.135 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/cuda/cudadrv/devices.py:113(_get_or_create_context)
      149    0.003    0.000    0.135    0.001 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/arrayobj.py:84(shape)
        1    0.000    0.000    0.134    0.134 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/cuda/cudadrv/driver.py:458(get_primary_context)
      648    0.004    0.000    0.133    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/lowering.py:969(storevar)
    44/13    0.000    0.000    0.133    0.010 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/utils.py:280(__get__)
   114026    0.095    0.000    0.132    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/servicelib/threadlocal.py:29(top)
       22    0.000    0.000    0.131    0.006 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/arrayobj.py:421(getitem_array_tuple)
     1079    0.012    0.000    0.124    0.000 <frozen importlib._bootstrap>:882(_find_spec)
    38227    0.122    0.000    0.122    0.000 {built-in method numpy.core.multiarray.empty}
108961/107229    0.053    0.000    0.118    0.000 {built-in method builtins.next}
        1    0.000    0.000    0.117    0.117 src/SDNN_cuda.py:57(__init__)
   115365    0.116    0.000    0.116    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/cuda/cudadrv/driver.py:312(_check_error)
    29897    0.114    0.000    0.114    0.000 {built-in method numba.mviewbuf.memoryview_get_extents}
        1    0.000    0.000    0.114    0.114 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/config.py:1(<module>)
    29897    0.047    0.000    0.113    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/cuda/args.py:69(wrap_arg)
       65    0.001    0.000    0.112    0.002 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/cgutils.py:641(get_item_pointer)
    77306    0.048    0.000    0.111    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/cuda/cudadrv/driver.py:1726(require_device_memory)
      328    0.041    0.000    0.108    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/misc/doccer.py:12(docformat)
        5    0.000    0.000    0.108    0.022 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/compiler.py:547(stage_inline_pass)
      111    0.003    0.000    0.107    0.001 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/stats/_distn_infrastructure.py:706(_construct_doc)
     2244    0.005    0.000    0.107    0.000 /home/jaurim/anaconda3/lib/python3.7/re.py:271(_compile)
    12661    0.022    0.000    0.105    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/values.py:203(__init__)
     1074    0.002    0.000    0.103    0.000 <frozen importlib._bootstrap_external>:1272(find_spec)
   175154    0.102    0.000    0.102    0.000 /home/jaurim/anaconda3/lib/python3.7/logging/__init__.py:1568(isEnabledFor)
      163    0.000    0.000    0.102    0.001 /home/jaurim/anaconda3/lib/python3.7/re.py:232(compile)
     1074    0.006    0.000    0.101    0.000 <frozen importlib._bootstrap_external>:1240(_get_spec)
       10    0.000    0.000    0.101    0.010 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/postproc.py:53(deadmaps)
        1    0.000    0.000    0.101    0.101 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/add_newdocs.py:10(<module>)
      747    0.100    0.000    0.100    0.000 {built-in method posix.listdir}
      169    0.002    0.000    0.099    0.001 /home/jaurim/anaconda3/lib/python3.7/sre_compile.py:759(compile)
        3    0.000    0.000    0.098    0.033 src/SDNN_cuda.py:315(gen_iter_paths)
      404    0.002    0.000    0.098    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typeinfer.py:511(__call__)
        1    0.000    0.000    0.098    0.098 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/lib/__init__.py:1(<module>)
      430    0.006    0.000    0.097    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typeinfer.py:425(resolve)
        3    0.002    0.001    0.097    0.032 src/SDNN_cuda.py:317(<listcomp>)
     1503    0.003    0.000    0.097    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/lowering.py:945(_alloca_var)
        1    0.000    0.000    0.096    0.096 src/DoG_filt_cuda.py:1(<module>)
    97890    0.095    0.000    0.095    0.000 {built-in method builtins.hasattr}
    59794    0.094    0.000    0.094    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/cuda/cudadrv/devicearray.py:385(flags)
        1    0.000    0.000    0.094    0.094 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/decorators.py:3(<module>)
      275    0.004    0.000    0.093    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/PIL/Image.py:2549(open)
        1    0.000    0.000    0.092    0.092 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/registry.py:1(<module>)
       10    0.003    0.000    0.090    0.009 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/rewrites/registry.py:56(apply)
      833    0.008    0.000    0.090    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/cgutils.py:361(alloca_once)
     1421    0.020    0.000    0.087    0.000 <frozen importlib._bootstrap_external>:1356(find_spec)
      627    0.002    0.000    0.086    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/lowering.py:1011(alloca_lltype)
        1    0.000    0.000    0.086    0.086 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/colorbar.py:20(<module>)
        5    0.000    0.000    0.083    0.017 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/compiler.py:396(stage_process_ir)
        5    0.000    0.000    0.083    0.017 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/compiler.py:940(ir_processing_stage)
    31625    0.067    0.000    0.082    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/dummyarray.py:206(is_contig)
35101/7483    0.054    0.000    0.081    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/ir.py:151(_rec_list_vars)
    12873    0.018    0.000    0.081    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/values.py:223(_set_name)
359570/358554    0.079    0.000    0.080    0.000 {built-in method builtins.len}
     6755    0.004    0.000    0.078    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/ir.py:184(list_vars)
    29897    0.078    0.000    0.078    0.000 {built-in method numba.mviewbuf.memoryview_get_extents_info}
        1    0.000    0.000    0.078    0.078 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/lib/type_check.py:3(<module>)
        1    0.000    0.000    0.077    0.077 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/backends/__init__.py:21(pylab_setup)
        1    0.000    0.000    0.077    0.077 /home/jaurim/anaconda3/lib/python3.7/site-packages/numpy/core/__init__.py:1(<module>)
        1    0.000    0.000    0.077    0.077 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5agg.py:3(<module>)
        1    0.000    0.000    0.076    0.076 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/cpu.py:1(<module>)
        5    0.001    0.000    0.076    0.015 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/compiler.py:377(stage_analyze_bytecode)
       89    0.001    0.000    0.076    0.001 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/base.py:254(refresh)
        5    0.000    0.000    0.075    0.015 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/compiler.py:935(translate_stage)
        5    0.001    0.000    0.075    0.015 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/interpreter.py:80(interpret)
   173334    0.075    0.000    0.075    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/dummyarray.py:106(get_offset)
        1    0.003    0.003    0.074    0.074 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5.py:1(<module>)
     8549    0.037    0.000    0.074    0.000 /home/jaurim/anaconda3/lib/python3.7/copy.py:268(_reconstruct)
    86667    0.073    0.000    0.073    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/dummyarray.py:45(__init__)
     1032    0.050    0.000    0.073    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/builder.py:815(insert_value)
      175    0.004    0.000    0.073    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/cgutils.py:98(__init__)
    36665    0.049    0.000    0.070    0.000 <frozen importlib._bootstrap>:416(parent)
        1    0.000    0.000    0.069    0.069 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/backends/qt_editor/figureoptions.py:8(<module>)
       10    0.000    0.000    0.069    0.007 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/postproc.py:47(livemap)
        1    0.000    0.000    0.069    0.069 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/backends/qt_editor/formlayout.py:34(<module>)
  574/556    0.002    0.000    0.068    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typing/context.py:177(resolve_function_type)
     3161    0.012    0.000    0.068    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/builder.py:661(load)
    59778    0.043    0.000    0.068    0.000 /home/jaurim/anaconda3/lib/python3.7/logging/__init__.py:1322(info)
        1    0.000    0.000    0.068    0.068 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/backends/qt_compat.py:13(<module>)
        1    0.000    0.000    0.068    0.068 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/backends/qt_compat.py:65(_setup_pyqt5)
      946    0.003    0.000    0.067    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/cgutils.py:796(gep_inbounds)
        5    0.000    0.000    0.066    0.013 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/compiler.py:269(__init__)
      430    0.001    0.000    0.065    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typeinfer.py:1138(resolve_call)
       29    0.000    0.000    0.065    0.002 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/arrayobj.py:404(getitem_arraynd_intp)
     2667    0.013    0.000    0.064    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/builder.py:674(store)
      947    0.007    0.000    0.063    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/cgutils.py:803(gep)
    12873    0.015    0.000    0.063    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/_utils.py:18(register)
50896/50286    0.023    0.000    0.063    0.000 /home/jaurim/anaconda3/lib/python3.7/abc.py:141(__subclasscheck__)
        1    0.000    0.000    0.063    0.063 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/cuda/__init__.py:1(<module>)
   332245    0.062    0.000    0.062    0.000 {built-in method _ctypes.addressof}
        1    0.000    0.000    0.062    0.062 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/ndimage/__init__.py:127(<module>)
28404/28402    0.031    0.000    0.061    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/_utils.py:50(get_reference)
        5    0.000    0.000    0.061    0.012 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/compiler.py:469(stage_generic_rewrites)
      154    0.001    0.000    0.060    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/cgutils.py:614(pack_array)
        1    0.000    0.000    0.060    0.060 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/rcsetup.py:15(<module>)
        1    0.000    0.000    0.059    0.059 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/cuda/device_init.py:1(<module>)
        1    0.000    0.000    0.059    0.059 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/base.py:1(<module>)
     8110    0.031    0.000    0.058    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/cuda/compiler.py:273(copy)
      111    0.004    0.000    0.058    0.001 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/stats/_distn_infrastructure.py:626(_construct_argparser)
        1    0.000    0.000    0.057    0.057 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/ndimage/filters.py:31(<module>)
 1304/971    0.008    0.000    0.055    0.000 /home/jaurim/anaconda3/lib/python3.7/inspect.py:2191(_signature_from_callable)
        1    0.000    0.000    0.054    0.054 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/special.py:1(<module>)
        1    0.000    0.000    0.054    0.054 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typing/__init__.py:1(<module>)
       30    0.000    0.000    0.054    0.002 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/controlflow.py:109(process)
        1    0.000    0.000    0.053    0.053 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typing/context.py:1(<module>)
5675/4809    0.007    0.000    0.053    0.000 /home/jaurim/anaconda3/lib/python3.7/contextlib.py:107(__enter__)
  451/367    0.004    0.000    0.053    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/base.py:507(get_function)
       14    0.000    0.000    0.052    0.004 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/lowering.py:407(lower_setitem)
        1    0.000    0.000    0.052    0.052 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/ndimage/_ni_docstrings.py:1(<module>)
      276    0.001    0.000    0.052    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typing/templates.py:289(apply)
      275    0.004    0.000    0.052    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/PIL/Image.py:2593(_open_core)
        1    0.000    0.000    0.052    0.052 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/misc/__init__.py:57(<module>)
      855    0.006    0.000    0.052    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/lowering.py:992(delvar)
      276    0.001    0.000    0.051    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typing/templates.py:176(_select)
       25    0.002    0.000    0.051    0.002 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/analysis.py:205(compute_cfg_from_blocks)
      276    0.007    0.000    0.051    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typing/context.py:503(resolve_overload)
        1    0.000    0.000    0.050    0.050 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/linear_model/__init__.py:6(<module>)
        1    0.000    0.000    0.050    0.050 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/fontconfig_pattern.py:7(<module>)
    49526    0.050    0.000    0.050    0.000 {built-in method __new__ of type object at 0x555b488c12c0}
        1    0.000    0.000    0.050    0.050 /home/jaurim/anaconda3/lib/python3.7/site-packages/six.py:21(<module>)
      169    0.001    0.000    0.049    0.000 /home/jaurim/anaconda3/lib/python3.7/sre_parse.py:919(parse)
     3161    0.008    0.000    0.049    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/instructions.py:386(__init__)
       10    0.014    0.001    0.048    0.005 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/postproc.py:173(_patch_var_dels)
       84    0.001    0.000    0.048    0.001 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/arrayobj.py:65(_make_refs)
        1    0.000    0.000    0.047    0.047 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:12(<module>)
    27173    0.047    0.000    0.047    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/cuda/cudadrv/driver.py:523(_max_pending_bytes)
       10    0.000    0.000    0.047    0.005 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/postproc.py:43(usedefs)
       10    0.008    0.001    0.047    0.005 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/analysis.py:21(compute_use_defs)
      125    0.004    0.000    0.047    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/lowering.py:507(lower_binop)
      169    0.001    0.000    0.046    0.000 /home/jaurim/anaconda3/lib/python3.7/sre_compile.py:598(_code)
        1    0.000    0.000    0.046    0.046 /home/jaurim/anaconda3/lib/python3.7/site-packages/matplotlib/contour.py:3(<module>)
  410/169    0.003    0.000    0.046    0.000 /home/jaurim/anaconda3/lib/python3.7/sre_parse.py:417(_parse_sub)
      275    0.003    0.000    0.046    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/PIL/JpegImagePlugin.py:779(jpeg_factory)
    49060    0.045    0.000    0.045    0.000 {built-in method builtins.min}
       14    0.000    0.000    0.045    0.003 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/targets/arrayobj.py:446(setitem_array)
        1    0.000    0.000    0.045    0.045 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typeconv/rules.py:1(<module>)
    59827    0.045    0.000    0.045    0.000 {built-in method _weakref.proxy}
  525/182    0.017    0.000    0.045    0.000 /home/jaurim/anaconda3/lib/python3.7/sre_parse.py:475(_parse)
       13    0.000    0.000    0.044    0.003 /home/jaurim/anaconda3/lib/python3.7/site-packages/six.py:91(__get__)
        1    0.000    0.000    0.044    0.044 /home/jaurim/anaconda3/lib/python3.7/site-packages/sklearn/__init__.py:14(<module>)
       11    0.000    0.000    0.044    0.004 /home/jaurim/anaconda3/lib/python3.7/site-packages/six.py:159(_resolve)
       13    0.000    0.000    0.044    0.003 /home/jaurim/anaconda3/lib/python3.7/site-packages/six.py:80(_import_module)
    12743    0.024    0.000    0.044    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/llvmlite/ir/_utils.py:26(deduplicate)
      340    0.004    0.000    0.044    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/_lib/_util.py:269(getargspec_no_self)
        1    0.000    0.000    0.044    0.044 /home/jaurim/anaconda3/lib/python3.7/site-packages/scipy/interpolate/__init__.py:172(<module>)
      604    0.001    0.000    0.043    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/cgutils.py:141(_get_ptr_by_index)
      158    0.000    0.000    0.043    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/ir.py:958(infer_constant)
        5    0.001    0.000    0.043    0.009 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/typeinfer.py:813(build_constraint)
  215/158    0.002    0.000    0.043    0.000 /home/jaurim/anaconda3/lib/python3.7/site-packages/numba/consts.py:26(infer_constant)
